crsCode245392,deptId35527,crsName988277,descr526335
crsCode332767,deptId433868,crsName51537,descr34672
crsCode868871,deptId963056,crsName224821,descr514188
crsCode790593,deptId376236,crsName756897,descr493177
crsCode643114,deptId627058,crsName812603,descr107931
crsCode18038,deptId862506,crsName719881,descr161056
crsCode307367,deptId656355,crsName852920,descr78917
crsCode299496,deptId467812,crsName393865,descr23922
crsCode768008,deptId913057,crsName277785,descr148865
crsCode576214,deptId184457,crsName408011,descr771613
crsCode90517,deptId330876,crsName432084,descr434180
crsCode477148,deptId879066,crsName960290,descr62382
crsCode36685,deptId6711,crsName385130,descr605000
crsCode607663,deptId201002,crsName890253,descr660761
crsCode810795,deptId224708,crsName377702,descr865606
crsCode308960,deptId598366,crsName823666,descr997872
crsCode931811,deptId792588,crsName173469,descr586427
crsCode237142,deptId927918,crsName872549,descr792618
crsCode87779,deptId192868,crsName329325,descr487014
crsCode300694,deptId992929,crsName691424,descr324510
crsCode525589,deptId273049,crsName939584,descr60168
crsCode222332,deptId280660,crsName899914,descr161605
crsCode80281,deptId186532,crsName557384,descr21538
crsCode250817,deptId517043,crsName480499,descr404858
crsCode373965,deptId735222,crsName720386,descr672186
crsCode4405,deptId549950,crsName355987,descr16381
crsCode190534,deptId404781,crsName963445,descr664341
crsCode579651,deptId937285,crsName93648,descr525931
crsCode292182,deptId393244,crsName670834,descr337790
crsCode931057,deptId171692,crsName83318,descr424775
crsCode384582,deptId102151,crsName752595,descr807549
crsCode924319,deptId7207,crsName527934,descr438644
crsCode952090,deptId754083,crsName946301,descr38497
crsCode564101,deptId35262,crsName488714,descr616952
crsCode802514,deptId859674,crsName662047,descr213494
crsCode16503,deptId48970,crsName350052,descr893691
crsCode715045,deptId382149,crsName569011,descr879631
crsCode338210,deptId281590,crsName469508,descr891717
crsCode595589,deptId855215,crsName206650,descr995197
crsCode581262,deptId730686,crsName542217,descr655811
crsCode448031,deptId954712,crsName498242,descr981012
crsCode864987,deptId544178,crsName348668,descr3393
crsCode889370,deptId486383,crsName469089,descr477293
crsCode761030,deptId75252,crsName560530,descr767600
crsCode249749,deptId959767,crsName936440,descr218846
crsCode185123,deptId137013,crsName510888,descr366690
crsCode878763,deptId754466,crsName578802,descr809219
crsCode897697,deptId894779,crsName416775,descr286665
crsCode837743,deptId480856,crsName956676,descr616632
crsCode553675,deptId171742,crsName211551,descr575291
crsCode950642,deptId955441,crsName724077,descr825565
crsCode500483,deptId232006,crsName818317,descr943664
crsCode167034,deptId253526,crsName421621,descr504784
crsCode25095,deptId751790,crsName613911,descr797057
crsCode483658,deptId246564,crsName361135,descr734517
crsCode974318,deptId522596,crsName918892,descr915819
crsCode289503,deptId539496,crsName635768,descr596145
crsCode812009,deptId811014,crsName777638,descr479626
crsCode257071,deptId736163,crsName173815,descr773034
crsCode547460,deptId605317,crsName489481,descr258078
crsCode119145,deptId516102,crsName664925,descr584200
crsCode73380,deptId224741,crsName206595,descr442184
crsCode794617,deptId367351,crsName378788,descr347703
crsCode492872,deptId3131,crsName254828,descr215757
crsCode279426,deptId599754,crsName833554,descr22178
crsCode782473,deptId600749,crsName388101,descr176209
crsCode120868,deptId508361,crsName842164,descr443641
crsCode242139,deptId220085,crsName626490,descr709597
crsCode465461,deptId757228,crsName846885,descr27883
crsCode294092,deptId603486,crsName928098,descr205466
crsCode194122,deptId385953,crsName657478,descr529516
crsCode868546,deptId146565,crsName672635,descr50067
crsCode500717,deptId121988,crsName888325,descr85360
crsCode461183,deptId444568,crsName332400,descr971766
crsCode267813,deptId310759,crsName301528,descr515565
crsCode966686,deptId66522,crsName166484,descr691667
crsCode360883,deptId5515,crsName946304,descr877213
crsCode433172,deptId363612,crsName34982,descr904027
crsCode571857,deptId23781,crsName276233,descr381689
crsCode558385,deptId486597,crsName236941,descr564257
crsCode308467,deptId977114,crsName299398,descr258622
crsCode695263,deptId630859,crsName596123,descr878940
crsCode405831,deptId44034,crsName251415,descr996331
crsCode572127,deptId244599,crsName296332,descr697507
crsCode832438,deptId451560,crsName351908,descr754369
crsCode902736,deptId768293,crsName315077,descr538031
crsCode162786,deptId62599,crsName849056,descr844801
crsCode365674,deptId735169,crsName641431,descr195292
crsCode925480,deptId494222,crsName6920,descr307825
crsCode582396,deptId40522,crsName569083,descr345831
crsCode313629,deptId775965,crsName949668,descr667927
crsCode704819,deptId386514,crsName373460,descr331185
crsCode357011,deptId606597,crsName216515,descr143419
crsCode742292,deptId261499,crsName767090,descr595770
crsCode30930,deptId429388,crsName181120,descr536937
crsCode449407,deptId320699,crsName931659,descr217766
crsCode830817,deptId616678,crsName448641,descr344172
crsCode589228,deptId971800,crsName906434,descr473979
crsCode125820,deptId303100,crsName983475,descr721748
crsCode159854,deptId40493,crsName307810,descr980960
crsCode558108,deptId55016,crsName582993,descr682225
crsCode653364,deptId192611,crsName238753,descr391072
crsCode882165,deptId88503,crsName782813,descr456852
crsCode329733,deptId176824,crsName76255,descr176100
crsCode294897,deptId621093,crsName161251,descr143892
crsCode326657,deptId520251,crsName219238,descr41468
crsCode170807,deptId678052,crsName991162,descr416391
crsCode166757,deptId103693,crsName401449,descr642006
crsCode985512,deptId542549,crsName350851,descr428996
crsCode241796,deptId738144,crsName928839,descr371077
crsCode71773,deptId606860,crsName460202,descr129959
crsCode984016,deptId647355,crsName899398,descr173499
crsCode580972,deptId108303,crsName544226,descr509709
crsCode887376,deptId92149,crsName885338,descr850958
crsCode939746,deptId346135,crsName527531,descr343507
crsCode153065,deptId667381,crsName969437,descr205174
crsCode268680,deptId789134,crsName530957,descr819546
crsCode496984,deptId507704,crsName298646,descr489037
crsCode842913,deptId362895,crsName763356,descr396806
crsCode553332,deptId445514,crsName83701,descr373965
crsCode391271,deptId910057,crsName364467,descr514042
crsCode611374,deptId440331,crsName369554,descr209877
crsCode190034,deptId214940,crsName76219,descr396380
crsCode891153,deptId172843,crsName196339,descr378788
crsCode98323,deptId23001,crsName177379,descr533783
crsCode700804,deptId445165,crsName749252,descr547484
crsCode857938,deptId461253,crsName27430,descr997204
crsCode172293,deptId991015,crsName410462,descr648511
crsCode881397,deptId365814,crsName423434,descr136831
crsCode380973,deptId415232,crsName467970,descr22965
crsCode728923,deptId45812,crsName525725,descr666696
crsCode802800,deptId652529,crsName94109,descr658244
crsCode516314,deptId206713,crsName770872,descr954782
crsCode704283,deptId315972,crsName839044,descr57366
crsCode346182,deptId840305,crsName238910,descr247797
crsCode245782,deptId670615,crsName841398,descr918070
crsCode501163,deptId482554,crsName736155,descr883201
crsCode89122,deptId140250,crsName643295,descr402514
crsCode586383,deptId582053,crsName439622,descr207544
crsCode901722,deptId576268,crsName211985,descr412282
crsCode870259,deptId278770,crsName279489,descr216980
crsCode666675,deptId555073,crsName234314,descr649311
crsCode224465,deptId118103,crsName141782,descr260558
crsCode411102,deptId386802,crsName287764,descr854620
crsCode850234,deptId101657,crsName697636,descr310177
crsCode935003,deptId317019,crsName701648,descr97028
crsCode31730,deptId757738,crsName593811,descr24674
crsCode586495,deptId578561,crsName49770,descr338033
crsCode694729,deptId507314,crsName716124,descr129566
crsCode700967,deptId716490,crsName968155,descr670533
crsCode434940,deptId423586,crsName894979,descr744972
crsCode757504,deptId847877,crsName230719,descr837469
crsCode701880,deptId636217,crsName988811,descr405566
crsCode695624,deptId638188,crsName352723,descr338574
crsCode868959,deptId127996,crsName381498,descr798622
crsCode354896,deptId166947,crsName139640,descr953449
crsCode729153,deptId800190,crsName724699,descr553394
crsCode641340,deptId340664,crsName86894,descr185593
crsCode263267,deptId304919,crsName545527,descr569753
crsCode845504,deptId280099,crsName144985,descr440833
crsCode984058,deptId50862,crsName918234,descr250189
crsCode55652,deptId888837,crsName645119,descr930304
crsCode408048,deptId479922,crsName946196,descr700256
crsCode7937,deptId853738,crsName807560,descr169198
crsCode528030,deptId941466,crsName18164,descr123585
crsCode575618,deptId167113,crsName403900,descr175166
crsCode148816,deptId725161,crsName564686,descr910838
crsCode199203,deptId945216,crsName960008,descr185244
crsCode670084,deptId153326,crsName119670,descr295585
crsCode356789,deptId235226,crsName889913,descr671726
crsCode212458,deptId967165,crsName606019,descr433341
crsCode444887,deptId188490,crsName503998,descr568085
crsCode856612,deptId953785,crsName123020,descr633568
crsCode307631,deptId124969,crsName51754,descr804615
crsCode833548,deptId455853,crsName167736,descr553901
crsCode820752,deptId567150,crsName319107,descr599960
crsCode865322,deptId976707,crsName966416,descr531069
crsCode83039,deptId909475,crsName90285,descr342032
crsCode700756,deptId221803,crsName947466,descr290134
crsCode755128,deptId81726,crsName529777,descr212184
crsCode607248,deptId961223,crsName604707,descr64884
crsCode832288,deptId712282,crsName725009,descr750669
crsCode625523,deptId283576,crsName513652,descr438818
crsCode761672,deptId332465,crsName581961,descr530364
crsCode562393,deptId585828,crsName648428,descr276545
crsCode392840,deptId44770,crsName829264,descr853286
crsCode531241,deptId983665,crsName741913,descr868802
crsCode376550,deptId662956,crsName980438,descr501437
crsCode637395,deptId181832,crsName901342,descr785063
crsCode572751,deptId336433,crsName646406,descr855589
crsCode917139,deptId886354,crsName882364,descr784838
crsCode605082,deptId466228,crsName248579,descr227699
crsCode896365,deptId957502,crsName140555,descr595333
crsCode50442,deptId905818,crsName879340,descr137969
crsCode327216,deptId223864,crsName745535,descr718558
crsCode231306,deptId332268,crsName745049,descr697240
crsCode512949,deptId987123,crsName680869,descr144860
crsCode335088,deptId877139,crsName954013,descr744019
crsCode366623,deptId725024,crsName885669,descr939356
crsCode992508,deptId376602,crsName286916,descr705794
crsCode489435,deptId739252,crsName280255,descr690573
crsCode197528,deptId639856,crsName715732,descr96436
crsCode15327,deptId481445,crsName612560,descr510256
crsCode624151,deptId299043,crsName335437,descr27307
crsCode651756,deptId482413,crsName806220,descr768599
crsCode427383,deptId377957,crsName295658,descr720476
crsCode481165,deptId951941,crsName599426,descr895465
crsCode102497,deptId945481,crsName698784,descr670188
crsCode627222,deptId758507,crsName385821,descr94940
crsCode68133,deptId975366,crsName311708,descr567539
crsCode600296,deptId11420,crsName430879,descr668282
crsCode890689,deptId107699,crsName439111,descr76860
crsCode735529,deptId553050,crsName527974,descr152796
crsCode145881,deptId631433,crsName562883,descr140739
crsCode56398,deptId377382,crsName600297,descr255281
crsCode584445,deptId370212,crsName105196,descr427189
crsCode143571,deptId701894,crsName355577,descr354295
crsCode367143,deptId234754,crsName443225,descr626035
crsCode848319,deptId963968,crsName526146,descr916096
crsCode988604,deptId997313,crsName843802,descr939534
crsCode21859,deptId912285,crsName792393,descr182447
crsCode575944,deptId87460,crsName172473,descr103436
crsCode52057,deptId460518,crsName936493,descr276792
crsCode500868,deptId280335,crsName899963,descr97633
crsCode565958,deptId836330,crsName231207,descr844770
crsCode121937,deptId188294,crsName935326,descr136502
crsCode15898,deptId237110,crsName547532,descr423368
crsCode451900,deptId792689,crsName931994,descr929446
crsCode755020,deptId996442,crsName655559,descr749779
crsCode318842,deptId539227,crsName258786,descr752699
crsCode129248,deptId164906,crsName800161,descr974977
crsCode823722,deptId452910,crsName680674,descr262709
crsCode289123,deptId128186,crsName868923,descr530529
crsCode559704,deptId360375,crsName748735,descr691138
crsCode758378,deptId868577,crsName132944,descr845588
crsCode253750,deptId846696,crsName840092,descr694342
crsCode574041,deptId612726,crsName356150,descr151885
crsCode49698,deptId517904,crsName544465,descr319253
crsCode845912,deptId518422,crsName166491,descr182545
crsCode4580,deptId351908,crsName280628,descr914483
crsCode943901,deptId306139,crsName460297,descr51192
crsCode6958,deptId627962,crsName361041,descr738651
crsCode567590,deptId486693,crsName568484,descr579753
crsCode646812,deptId677576,crsName474995,descr857204
crsCode372413,deptId467029,crsName108776,descr688929
crsCode99380,deptId13993,crsName827611,descr772573
crsCode193780,deptId874188,crsName716205,descr403308
crsCode196965,deptId298903,crsName78149,descr871202
crsCode88616,deptId740336,crsName259045,descr168170
crsCode167561,deptId304049,crsName217000,descr678787
crsCode774720,deptId980328,crsName700314,descr879819
crsCode977572,deptId10359,crsName777076,descr640692
crsCode900333,deptId797210,crsName876082,descr975827
crsCode638628,deptId391048,crsName441683,descr793239
crsCode793513,deptId941363,crsName495853,descr43414
crsCode389025,deptId369706,crsName292394,descr497283
crsCode735930,deptId428766,crsName739235,descr958908
crsCode684572,deptId996994,crsName244503,descr598912
crsCode343917,deptId227851,crsName586055,descr155518
crsCode347329,deptId513239,crsName905970,descr569096
crsCode720477,deptId82602,crsName992232,descr970854
crsCode533286,deptId626067,crsName782797,descr741895
crsCode751467,deptId557,crsName155821,descr762259
crsCode770124,deptId405953,crsName269110,descr789980
crsCode947525,deptId218185,crsName246870,descr533554
crsCode335322,deptId52943,crsName537778,descr8917
crsCode453153,deptId398004,crsName365888,descr130949
crsCode378023,deptId101581,crsName58305,descr55030
crsCode291840,deptId309928,crsName281502,descr266784
crsCode416239,deptId807660,crsName646238,descr13810
crsCode952621,deptId921822,crsName180866,descr423270
crsCode491418,deptId981568,crsName40318,descr901552
crsCode166141,deptId66836,crsName246420,descr401424
crsCode608442,deptId94270,crsName138957,descr701831
crsCode29327,deptId924231,crsName258711,descr702886
crsCode210250,deptId289726,crsName208246,descr96321
crsCode472523,deptId602873,crsName413800,descr451779
crsCode717873,deptId313721,crsName728474,descr390043
crsCode786212,deptId883627,crsName829184,descr746132
crsCode758463,deptId640779,crsName972053,descr446339
crsCode615448,deptId123491,crsName577071,descr294489
crsCode979501,deptId304626,crsName437821,descr547352
crsCode586988,deptId534568,crsName876129,descr691555
crsCode155167,deptId45004,crsName676196,descr308590
crsCode346802,deptId735104,crsName271642,descr896340
crsCode462306,deptId926749,crsName36499,descr257863
crsCode856580,deptId279928,crsName63995,descr591585
crsCode121583,deptId836294,crsName300495,descr792409
crsCode502664,deptId848284,crsName140412,descr804178
crsCode405096,deptId711886,crsName218966,descr25550
crsCode825068,deptId373241,crsName661489,descr709376
crsCode611288,deptId951197,crsName875040,descr198847
crsCode144104,deptId294370,crsName717576,descr126358
crsCode636597,deptId465147,crsName299168,descr860472
crsCode708481,deptId909992,crsName579207,descr882257
crsCode712735,deptId622677,crsName461825,descr138103
crsCode190913,deptId949856,crsName728655,descr377087
crsCode646368,deptId734072,crsName679979,descr177133
crsCode305218,deptId341345,crsName97693,descr503939
crsCode86123,deptId645268,crsName917245,descr193018
crsCode678498,deptId762754,crsName176838,descr425999
crsCode711262,deptId966649,crsName383954,descr834228
crsCode21262,deptId905376,crsName497463,descr770535
crsCode261890,deptId435420,crsName572094,descr442336
crsCode788793,deptId815253,crsName800637,descr25892
crsCode810951,deptId821267,crsName842320,descr712119
crsCode142883,deptId882050,crsName72760,descr902574
crsCode482699,deptId79892,crsName112079,descr322722
crsCode429140,deptId346117,crsName202215,descr608449
crsCode282833,deptId355002,crsName650303,descr840574
crsCode235743,deptId357891,crsName482401,descr311657
crsCode863692,deptId174271,crsName86363,descr885081
crsCode546146,deptId788831,crsName816600,descr144453
crsCode691667,deptId680643,crsName769690,descr502386
crsCode459842,deptId533952,crsName497814,descr649415
crsCode523628,deptId190083,crsName643819,descr313148
crsCode879601,deptId523471,crsName886848,descr212721
crsCode835011,deptId626082,crsName922874,descr1819
crsCode133610,deptId168374,crsName105048,descr932889
crsCode687153,deptId888611,crsName705963,descr436324
crsCode346928,deptId460257,crsName69812,descr423653
crsCode225527,deptId761003,crsName597340,descr461537
crsCode751380,deptId412608,crsName566474,descr458511
crsCode472770,deptId803843,crsName107365,descr748427
crsCode857902,deptId58115,crsName161126,descr606691
crsCode621862,deptId549972,crsName270552,descr947982
crsCode562081,deptId727260,crsName722543,descr956988
crsCode402917,deptId348842,crsName817858,descr602375
crsCode491929,deptId736128,crsName560615,descr707913
crsCode429351,deptId222321,crsName630506,descr645129
crsCode982221,deptId74661,crsName881129,descr410381
crsCode863617,deptId891514,crsName806607,descr187155
crsCode841087,deptId146949,crsName551979,descr130650
crsCode833136,deptId859766,crsName921708,descr20315
crsCode849464,deptId685146,crsName414780,descr339989
crsCode971804,deptId56313,crsName214837,descr796998
crsCode865999,deptId18783,crsName367300,descr115957
crsCode390296,deptId681144,crsName57561,descr574700
crsCode244257,deptId81236,crsName24392,descr48260
crsCode157259,deptId459263,crsName773656,descr874967
crsCode966138,deptId244516,crsName114395,descr38228
crsCode538091,deptId632395,crsName700358,descr13157
crsCode555155,deptId47825,crsName528682,descr732683
crsCode688308,deptId60376,crsName726371,descr558662
crsCode652387,deptId26719,crsName716717,descr602172
crsCode539108,deptId699580,crsName141904,descr495875
crsCode656497,deptId644601,crsName334135,descr785611
crsCode551002,deptId17289,crsName348447,descr7467
crsCode904006,deptId155109,crsName483883,descr722950
crsCode492247,deptId510920,crsName293780,descr109466
crsCode470700,deptId911619,crsName532413,descr851621
crsCode46976,deptId774589,crsName562404,descr549108
crsCode829039,deptId542539,crsName273268,descr69257
crsCode923801,deptId54504,crsName540216,descr961192
crsCode496415,deptId986513,crsName271787,descr820414
crsCode344523,deptId57280,crsName119851,descr239023
crsCode739340,deptId790466,crsName241419,descr523194
crsCode876126,deptId844407,crsName643527,descr924939
crsCode840456,deptId419046,crsName983763,descr972254
crsCode992383,deptId942842,crsName613516,descr419402
crsCode442024,deptId239710,crsName476496,descr141426
crsCode794491,deptId246896,crsName162281,descr480067
crsCode509187,deptId288868,crsName4068,descr364010
crsCode356929,deptId671992,crsName736704,descr502934
crsCode506928,deptId85455,crsName404610,descr420581
crsCode800740,deptId930797,crsName646822,descr293166
crsCode446156,deptId928334,crsName642479,descr423658
crsCode617878,deptId112739,crsName652959,descr459135
crsCode366385,deptId279274,crsName508419,descr116778
crsCode758318,deptId272296,crsName753766,descr714249
crsCode967488,deptId372422,crsName446374,descr467779
crsCode260642,deptId415494,crsName405859,descr260885
crsCode628632,deptId26912,crsName531411,descr347577
crsCode626125,deptId461885,crsName448626,descr589556
crsCode601115,deptId594127,crsName208407,descr400509
crsCode736618,deptId417547,crsName424482,descr281925
crsCode72175,deptId182916,crsName997138,descr59240
crsCode306070,deptId212581,crsName983795,descr108078
crsCode977915,deptId865931,crsName910708,descr115709
crsCode356881,deptId912957,crsName508886,descr63007
crsCode476965,deptId870665,crsName540417,descr558380
crsCode805373,deptId715580,crsName275441,descr211348
crsCode784282,deptId890941,crsName126733,descr831563
crsCode414173,deptId865990,crsName642008,descr55377
crsCode279494,deptId756224,crsName105216,descr899997
crsCode503703,deptId196859,crsName42964,descr868837
crsCode198743,deptId688007,crsName331347,descr908621
crsCode78834,deptId295153,crsName779935,descr592297
crsCode589758,deptId530077,crsName666321,descr540081
crsCode662872,deptId946365,crsName461926,descr392192
crsCode687853,deptId99883,crsName251286,descr736777
crsCode263253,deptId713193,crsName781125,descr151703
crsCode462553,deptId734258,crsName787667,descr368382
crsCode521685,deptId849724,crsName501326,descr603555
crsCode169208,deptId781389,crsName964743,descr434981
crsCode898921,deptId461111,crsName753858,descr451559
crsCode768260,deptId492402,crsName194247,descr173244
crsCode691970,deptId101332,crsName699605,descr583725
crsCode289463,deptId16815,crsName369334,descr690985
crsCode78836,deptId694215,crsName364590,descr601098
crsCode264716,deptId727726,crsName536205,descr526720
crsCode521972,deptId968702,crsName481380,descr426396
crsCode690884,deptId423219,crsName658324,descr390267
crsCode512794,deptId165475,crsName586177,descr173069
crsCode924446,deptId168282,crsName911014,descr818305
crsCode950367,deptId218070,crsName962051,descr400655
crsCode919708,deptId107420,crsName780657,descr357985
crsCode842975,deptId207925,crsName425173,descr31199
crsCode377028,deptId891464,crsName776755,descr683669
crsCode546328,deptId238101,crsName541978,descr918724
crsCode820573,deptId951243,crsName560829,descr801154
crsCode878377,deptId803207,crsName463458,descr134286
crsCode779053,deptId474731,crsName269875,descr298548
crsCode327763,deptId500950,crsName554034,descr773081
crsCode870593,deptId334661,crsName607306,descr356
crsCode815291,deptId879814,crsName527936,descr23753
crsCode811365,deptId442580,crsName916745,descr42355
crsCode598757,deptId590292,crsName138868,descr330830
crsCode595175,deptId451563,crsName532360,descr30958
crsCode564346,deptId149818,crsName352808,descr663583
crsCode759768,deptId949367,crsName174067,descr776202
crsCode42051,deptId308201,crsName451625,descr407616
crsCode286730,deptId47615,crsName92230,descr288614
crsCode58539,deptId689614,crsName551603,descr342909
crsCode571666,deptId384550,crsName267666,descr14413
crsCode376448,deptId217871,crsName18167,descr283502
crsCode106439,deptId895013,crsName381495,descr438963
crsCode953649,deptId766221,crsName505304,descr953907
crsCode266497,deptId294355,crsName153703,descr910645
crsCode360593,deptId686562,crsName733545,descr906679
crsCode244634,deptId509983,crsName792105,descr857179
crsCode755538,deptId248930,crsName996656,descr613423
crsCode301552,deptId15569,crsName362707,descr465048
crsCode645771,deptId586075,crsName800934,descr711258
crsCode20256,deptId784142,crsName318479,descr206533
crsCode658354,deptId810070,crsName135029,descr780928
crsCode816652,deptId608211,crsName645142,descr556907
crsCode131810,deptId267669,crsName721720,descr680244
crsCode245590,deptId326455,crsName242679,descr708728
crsCode222806,deptId421653,crsName307261,descr870483
crsCode330018,deptId740971,crsName600592,descr9542
crsCode135979,deptId194187,crsName533382,descr690948
crsCode831383,deptId667066,crsName235475,descr882521
crsCode18465,deptId28072,crsName950147,descr29111
crsCode681438,deptId825291,crsName467459,descr680863
crsCode90906,deptId424599,crsName376601,descr483048
crsCode667681,deptId221340,crsName838452,descr45231
crsCode650137,deptId414523,crsName112349,descr108508
crsCode79053,deptId88134,crsName670029,descr208076
crsCode339588,deptId369908,crsName879129,descr577440
crsCode595408,deptId710973,crsName268297,descr193570
crsCode66787,deptId220184,crsName277830,descr440527
crsCode729178,deptId712335,crsName81265,descr847429
crsCode328734,deptId495803,crsName787216,descr744266
crsCode696800,deptId682338,crsName348387,descr202102
crsCode504193,deptId694121,crsName317013,descr538047
crsCode967444,deptId607223,crsName914830,descr524575
crsCode85179,deptId714601,crsName277093,descr122788
crsCode428845,deptId142507,crsName87091,descr828435
crsCode192218,deptId852089,crsName172035,descr171578
crsCode210597,deptId39987,crsName593701,descr794641
crsCode214672,deptId14486,crsName399649,descr686156
crsCode282230,deptId760349,crsName129609,descr107136
crsCode625329,deptId504819,crsName884136,descr103279
crsCode741916,deptId425363,crsName414230,descr856818
crsCode631346,deptId163262,crsName290477,descr738946
crsCode453781,deptId747800,crsName82966,descr265186
crsCode301803,deptId41440,crsName500669,descr768685
crsCode71267,deptId507594,crsName800483,descr260600
crsCode868181,deptId907259,crsName856593,descr457187
crsCode571208,deptId545120,crsName977130,descr424321
crsCode53837,deptId115052,crsName375130,descr511393
crsCode108232,deptId588524,crsName552939,descr124921
crsCode565774,deptId113608,crsName888694,descr293038
crsCode445226,deptId690328,crsName636406,descr408899
crsCode66746,deptId372256,crsName982904,descr141211
crsCode918583,deptId581354,crsName235758,descr863596
crsCode51666,deptId149183,crsName157091,descr250370
crsCode753593,deptId568001,crsName573450,descr607981
crsCode65784,deptId697256,crsName435631,descr457161
crsCode953149,deptId802135,crsName306383,descr816616
crsCode578292,deptId718938,crsName822275,descr176990
crsCode570193,deptId2878,crsName863382,descr723176
crsCode314348,deptId403213,crsName885752,descr116857
crsCode868741,deptId765605,crsName611852,descr587939
crsCode742825,deptId2548,crsName878300,descr436063
crsCode483630,deptId331475,crsName155948,descr190841
crsCode872856,deptId903419,crsName425836,descr686426
crsCode833630,deptId279528,crsName982982,descr460083
crsCode784326,deptId799177,crsName610584,descr197124
crsCode764077,deptId750176,crsName574076,descr368390
crsCode373091,deptId134908,crsName990914,descr641467
crsCode597299,deptId238417,crsName750463,descr2832
crsCode997504,deptId130289,crsName168382,descr65515
crsCode744522,deptId92841,crsName365909,descr949719
crsCode564496,deptId139706,crsName388243,descr895049
crsCode507856,deptId440051,crsName165270,descr347919
crsCode144362,deptId333928,crsName589817,descr385300
crsCode67938,deptId480080,crsName414954,descr637522
crsCode629060,deptId654656,crsName286297,descr750612
crsCode367842,deptId920320,crsName67276,descr956135
crsCode106489,deptId809479,crsName317775,descr454301
crsCode642930,deptId414937,crsName119113,descr886909
crsCode714052,deptId471289,crsName800299,descr146634
crsCode798902,deptId362187,crsName108033,descr927022
crsCode564610,deptId122763,crsName410282,descr564611
crsCode832022,deptId280036,crsName452389,descr529535
crsCode519156,deptId93102,crsName444161,descr414521
crsCode68024,deptId874631,crsName351799,descr66588
crsCode944698,deptId52172,crsName134291,descr201895
crsCode842505,deptId618165,crsName272524,descr474718
crsCode678168,deptId226251,crsName246197,descr158417
crsCode402101,deptId569990,crsName466124,descr21382
crsCode708148,deptId962119,crsName208432,descr385669
crsCode233002,deptId638446,crsName423280,descr587649
crsCode768341,deptId987289,crsName507583,descr89374
crsCode354521,deptId657274,crsName682371,descr756323
crsCode647013,deptId728212,crsName961996,descr127614
crsCode214772,deptId130386,crsName894306,descr781102
crsCode690992,deptId876868,crsName488055,descr909713
crsCode155889,deptId960055,crsName315771,descr786186
crsCode807394,deptId22127,crsName326286,descr601102
crsCode690181,deptId976707,crsName263697,descr260684
crsCode514637,deptId857429,crsName879894,descr76535
crsCode321704,deptId63597,crsName218165,descr885617
crsCode541920,deptId758898,crsName856768,descr322581
crsCode325271,deptId927428,crsName650062,descr407521
crsCode37168,deptId841976,crsName874484,descr896510
crsCode158221,deptId610865,crsName538258,descr945774
crsCode187058,deptId387224,crsName542089,descr777937
crsCode595400,deptId404407,crsName984394,descr241876
crsCode161790,deptId542967,crsName940682,descr202615
crsCode181130,deptId726580,crsName479185,descr124152
crsCode797325,deptId665466,crsName921970,descr503585
crsCode165791,deptId923221,crsName693419,descr954236
crsCode762941,deptId664880,crsName512398,descr346477
crsCode863497,deptId562516,crsName181158,descr468295
crsCode18709,deptId364708,crsName764547,descr909210
crsCode112478,deptId857056,crsName683597,descr734158
crsCode464915,deptId160991,crsName274770,descr46498
crsCode726499,deptId52315,crsName310062,descr389586
crsCode737473,deptId480678,crsName482966,descr764499
crsCode775159,deptId469883,crsName281985,descr359096
crsCode282468,deptId658415,crsName559283,descr570102
crsCode55764,deptId921031,crsName964903,descr803460
crsCode593658,deptId519139,crsName595480,descr201564
crsCode571276,deptId136727,crsName873196,descr828447
crsCode163835,deptId583450,crsName275070,descr729429
crsCode855758,deptId850775,crsName610886,descr301074
crsCode105050,deptId728161,crsName554855,descr988596
crsCode694048,deptId905924,crsName17941,descr42248
crsCode551747,deptId255094,crsName564321,descr348748
crsCode207588,deptId197357,crsName447459,descr857487
crsCode184028,deptId201418,crsName248963,descr362549
crsCode915669,deptId938354,crsName366499,descr100375
crsCode986117,deptId965118,crsName395501,descr58951
crsCode124104,deptId799624,crsName155956,descr491889
crsCode365658,deptId737254,crsName284873,descr598556
crsCode777838,deptId630451,crsName141213,descr333264
crsCode338541,deptId337864,crsName546766,descr868434
crsCode810766,deptId237898,crsName209104,descr368907
crsCode779406,deptId753565,crsName613369,descr888455
crsCode971533,deptId35063,crsName582440,descr479000
crsCode791173,deptId834319,crsName361107,descr277211
crsCode337255,deptId911155,crsName888940,descr165522
crsCode631060,deptId9401,crsName477808,descr854640
crsCode22900,deptId97870,crsName230860,descr717684
crsCode510775,deptId135850,crsName656428,descr630509
crsCode988198,deptId304356,crsName324961,descr843036
crsCode329829,deptId140641,crsName986221,descr870582
crsCode116423,deptId228776,crsName306286,descr654344
crsCode355982,deptId530321,crsName979302,descr540661
crsCode236029,deptId982556,crsName538979,descr226907
crsCode63388,deptId378591,crsName352527,descr478036
crsCode757448,deptId657111,crsName641110,descr892440
crsCode957556,deptId777822,crsName294767,descr691456
crsCode404672,deptId908669,crsName968586,descr406565
crsCode854260,deptId69849,crsName331220,descr395879
crsCode683545,deptId224330,crsName621290,descr521610
crsCode55284,deptId287817,crsName75415,descr268538
crsCode552288,deptId618055,crsName681163,descr550767
crsCode93063,deptId428250,crsName443931,descr799595
crsCode17660,deptId994194,crsName589551,descr740001
